,id,english_name,country,lat,lon,quality,length,time,date,sample_rate,remarks,sex,animal_seen,temp,label
30,443871,Great Tit,Norway,69.287,19.0246,A,0:15,06:30,2016-04-02,48000,typical,male,yes,,alarm_call
31,432977,Great Tit,United Kingdom,53.1234,-1.9189,A,0:58,10:00,2018-08-30,44100,typical,,no,,alarm_call
32,407883,Great Tit,Poland,53.7878,23.2653,A,0:29,11:00,2018-03-25,44100,typical,male,yes,,alarm_call
33,407882,Great Tit,Poland,53.7878,23.2653,A,0:37,11:00,2018-03-25,48000,typical,male,yes,,alarm_call
34,401893,Great Tit,Poland,52.6952,23.8913,A,0:32,14:00,2018-01-07,48000,mimicry,male,yes,,alarm_call
35,311639,Great Tit,Denmark,56.8437,9.7403,A,0:22,14:30,2016-03-22,44100,typical,,no,,alarm_call
36,309482,Great Tit,Portugal,41.511,-7.6428,A,0:50,16:00,2016-03-14,16000,typical,male,yes,,alarm_call
37,309133,Great Tit,Spain,36.6976,-5.0395,A,0:12,08:00,2016-03-24,48000,typical,,yes,,alarm_call
38,281645,Great Tit,Belgium,50.233,5.466,A,0:13,16:10,2007-03-16,44100,typical,,unknown,,alarm_call
39,281644,Great Tit,Belgium,50.233,5.466,A,0:44,14:50,2007-03-17,44100,typical,,unknown,,alarm_call
40,199092,Great Tit,Netherlands,52.2714,6.9161,A,0:42,11:00,2014-10-17,44100,typical,,yes,,alarm_call
41,197903,Great Tit,Sweden,58.7098,14.6201,A,0:46,07:00,2014-04-19,44100,typical,,yes,,alarm_call
42,168910,Great Tit,Germany,54.1839,9.1395,A,0:58,11:44,2014-03-05,44100,mimicry,,yes,,alarm_call
43,129372,Great Tit,Germany,54.1522,9.2256,A,0:18,15:12,2013-04-13,44100,grp,,yes,,alarm_call
44,123037,Great Tit,United Kingdom,49.9222,-6.2911,A,0:29,12:26,2013-02-27,44100,intruder/cat/human/dog,male,yes,,alarm_call
45,122771,Great Tit,Poland,52.1671,21.0486,A,0:22,11:00,2006-03-11,44100,typical,male,yes,,alarm_call
46,122461,Great Tit,Poland,52.7001,23.8501,A,0:03,10:00,2010-12-18,44100,typical,male,yes,,alarm_call
47,122450,Great Tit,Germany,54.191,9.106,A,0:18,08:16,2013-02-23,44100,eating,,no,,alarm_call
48,54030,Great Tit,Italy,42.6001,11.2834,A,0:11,07:30,2008-03-09,48000,typical,,unknown,,alarm_call
49,1092538,Great Tit,Morocco,31.4745,-7.4383,B,0:56,11:30,2026-03-28,44100,typical,female,yes,,alarm_call
50,1088915,Great Tit,Czech Republic,50.2186,17.0761,B,0:39,08:30,2026-03-07,44100,excitement,,yes,,alarm_call
51,1088600,Great Tit,Sweden,67.3791,21.3498,B,0:31,04:00,2025-06-20,96000,typical,,yes,,alarm_call
52,1082207,Great Tit,France,47.8623,2.0383,B,0:23,12:30,2026-02-20,48000,typical,,yes,,alarm_call
53,1076081,Great Tit,Germany,52.6408,13.2956,B,0:52,05:00,2025-06-22,48000,excitement,,yes,,alarm_call
54,1076074,Great Tit,Germany,52.6475,13.2939,B,0:17,11:00,2025-03-08,48000,excitement,male,yes,,alarm_call
55,1062344,Great Tit,Poland,50.4384,16.2385,B,0:38,14:30,2025-11-13,48000,urban,,yes,,alarm_call
56,1049665,Great Tit,United Kingdom,50.966,-1.935,B,0:11,08:20,2025-10-21,44100,typical,,yes,,alarm_call
57,1029167,Great Tit,Sweden,58.746,17.086,B,0:38,?,2025-04-11,44100,mimicry,,no,,alarm_call
58,1027609,Great Tit,Finland,60.3083,25.2179,B,0:17,07:23,2025-06-23,48000,typical,,yes,,alarm_call
59,1013635,Great Tit,Poland,51.512,23.0253,B,0:14,11:30,2025-05-09,48000,forest/trees,,yes,,alarm_call
60,1013634,Great Tit,Poland,51.512,23.0253,B,0:35,11:30,2025-05-09,48000,forest/trees,male,yes,,alarm_call
61,1007387,Great Tit,Spain,41.3298,0.7185,B,0:47,09:00,2025-06-15,48000,typical,,yes,,alarm_call
62,1001965,Great Tit,France,47.8623,2.0383,B,0:25,18:00,2025-05-26,44100,excitement,,yes,,alarm_call
63,999132,Great Tit,Germany,54.0701,13.4648,B,0:45,11:00,2025-03-17,44100,grp,,yes,,alarm_call
64,989371,Great Tit,Finland,62.7781,22.4745,B,0:37,09:00,2025-04-17,48000,typical,male,yes,,alarm_call
65,984616,Great Tit,Spain,41.8992,1.7802,B,0:14,10:00,2025-03-26,48000,typical,,yes,,alarm_call
66,979820,Great Tit,Sweden,56.6095,13.3905,B,0:18,16:30,2025-02-27,96000,typical,,yes,,alarm_call
67,961677,Great Tit,France,44.048,1.7848,B,0:20,16:25,2025-01-18,48000,typical,,yes,,alarm_call
68,960576,Great Tit,Finland,61.6167,23.6097,B,0:32,13:00,2024-12-26,48000,eating,,no,,alarm_call
69,946021,Great Tit,France,48.7443,-1.5693,B,0:08,09:21,2024-10-30,48000,predator,,yes,,alarm_call
70,942719,Great Tit,Germany,47.9608,10.9622,B,0:14,11:44,2024-09-01,44100,grp,,unknown,,alarm_call
71,937667,Great Tit,Russian Federation,43.3517,43.6436,B,0:47,05:00,2024-09-18,44100,typical,,yes,,alarm_call
72,929202,Great Tit,Estonia,58.3752,26.6899,B,0:37,06:00,2024-08-10,24000,typical,,no,,alarm_call
73,914295,Great Tit,Portugal,39.0465,-7.8148,B,0:45,09:30,2024-04-09,48000,intruder/cat/human/dog,,yes,,alarm_call
74,910530,Great Tit,France,44.1041,1.9111,B,0:27,16:20,2024-05-25,48000,typical,,yes,,alarm_call
75,905338,Great Tit,France,49.3308,0.5064,B,0:14,08:24,2024-05-22,48000,typical,,yes,,alarm_call
76,905307,Great Tit,France,49.3158,0.6165,B,0:17,07:22,2024-05-20,48000,excitement,,yes,,alarm_call
77,904857,Great Tit,Russian Federation,54.687,47.7607,B,0:40,08:30,2024-04-14,44100,typical,male,yes,,alarm_call
78,898552,Great Tit,Germany,47.9921,11.0899,B,0:49,09:26,2024-02-18,44100,intruder/cat/human/dog,female,yes,,alarm_call
79,894866,Great Tit,Germany,47.9942,11.091,B,0:48,09:41,2024-02-18,44100,intruder/cat/human/dog,female,yes,,alarm_call
80,884840,Great Tit,United Kingdom,51.721,-0.145,B,0:16,09:48,2024-03-16,48000,typical,,yes,,alarm_call
81,871382,Great Tit,Spain,42.614,1.2768,B,0:24,11:31,2024-02-04,44100,typical,,yes,,alarm_call
82,863042,Great Tit,France,44.048,1.7844,B,0:59,10:10,2024-01-21,48000,typical,,yes,,alarm_call
83,856699,Great Tit,Portugal,39.0465,-7.8148,B,0:13,10:00,2023-12-19,44100,intruder/cat/human/dog,,yes,,alarm_call
84,843520,Great Tit,China,30.0342,101.5128,B,0:30,18:12,2016-09-08,44100,typical,,yes,,alarm_call
85,820249,Great Tit,Ukraine,48.1966,22.7599,B,0:25,10:50,2023-04-29,48000,typical,,yes,,alarm_call
86,811083,Great Tit,United Kingdom,51.721,-0.145,B,0:34,07:39,2023-06-06,48000,typical,,yes,,alarm_call
87,807479,Great Tit,Sweden,59.584,18.1199,B,0:54,10:00,2023-06-07,48000,typical,female,yes,,alarm_call
88,805512,Great Tit,France,42.8806,2.1026,B,0:49,11:20,2023-04-10,44100,typical,,no,,alarm_call
89,801058,Great Tit,Italy,42.5813,11.9046,B,0:25,12:30,2022-12-29,44100,typical,female,yes,,alarm_call
90,801057,Great Tit,Italy,42.5816,11.9066,B,0:40,12:00,2022-12-29,44100,typical,female,yes,,alarm_call
91,796023,Great Tit,Slovakia,48.2877,17.0687,B,0:40,11:30,2023-04-26,48000,forest/trees,,yes,,alarm_call
92,791945,Great Tit,Italy,44.4204,8.9597,B,0:36,13:30,2023-04-09,48000,typical,,yes,,alarm_call
93,782861,Great Tit,France,44.0638,1.9344,B,0:34,10:15,2023-02-25,48000,typical,,yes,,alarm_call
94,775574,Great Tit,France,44.0471,1.9467,B,0:10,12:45,2022-09-18,48000,typical,,yes,,alarm_call
95,775470,Great Tit,France,44.0523,1.9495,B,0:20,12:00,2023-01-14,48000,typical,,yes,,alarm_call
96,771789,Great Tit,Sweden,59.8066,17.6622,B,0:25,13:10,2022-12-27,44100,intruder/cat/human/dog,male,yes,,alarm_call
97,760100,Great Tit,Germany,48.1617,11.11,B,0:17,10:00,2017-04-02,44100,intruder/cat/human/dog,,yes,,alarm_call
98,719619,Great Tit,Estonia,58.4953,26.4608,B,0:25,07:00,2022-04-13,48000,typical,,yes,,alarm_call
99,714980,Great Tit,United Kingdom,51.8095,-1.1747,B,0:15,8:52,2022-04-12,48000,forest/trees,,yes,,alarm_call
100,711395,Great Tit,Poland,50.133,18.9274,B,0:20,09:05,2022-03-27,48000,forest/trees,,yes,,alarm_call
101,707386,Great Tit,France,48.6027,-1.2976,B,0:28,15:00,2022-01-17,44100,typical,,unknown,,alarm_call
102,707141,Great Tit,Sweden,56.3683,14.9376,B,0:34,09:20,2022-03-07,44100,typical,male,yes,,alarm_call
103,704074,Great Tit,France,46.5908,0.2239,B,0:20,08:35,2022-02-23,48000,typical,male,yes,,alarm_call
104,703693,Great Tit,Romania,46.1363,24.3323,B,0:23,11:47,2022-02-19,48000,typical,,yes,,alarm_call
105,703692,Great Tit,Romania,46.1363,24.3323,B,0:08,11:44,2022-02-19,48000,typical,,yes,,alarm_call
106,701659,Great Tit,France,46.5401,0.2121,B,0:27,09:43,2022-02-11,48000,typical,,unknown,,alarm_call
107,699609,Great Tit,France,44.0632,1.9509,B,0:54,17:00,2022-01-30,48000,typical,,yes,,alarm_call
108,697311,Great Tit,France,44.0632,1.9509,B,0:17,11:40,2022-01-16,44100,typical,,no,,alarm_call
109,697308,Great Tit,France,44.0632,1.9509,B,0:15,11:40,2022-01-16,44100,typical,,no,,alarm_call
110,696847,Great Tit,Poland,49.8752,19.2151,B,0:45,12:15,2022-01-14,24000,eating,,yes,,alarm_call
111,696834,Great Tit,United Kingdom,54.9272,-3.93,B,0:38,11:30,2022-01-14,8000,typical,male,yes,,alarm_call
112,695645,Great Tit,Poland,49.8766,19.2095,B,0:48,12:30,2021-12-29,24000,typical,,yes,,alarm_call
113,695606,Great Tit,France,48.8964,2.6163,B,0:24,11:00,2022-01-02,44100,typical,female,yes,,alarm_call
114,692584,Great Tit,Germany,51.0763,7.0154,B,0:56,10:37,2021-12-22,32000,typical,,yes,,alarm_call
115,689596,Great Tit,France,48.4609,-5.0449,B,0:33,02:00,2021-11-11,44100,typical,,yes,,alarm_call
116,680191,Great Tit,Spain,42.899,-7.9692,B,0:22,13:00,2021-10-11,44100,typical,male,yes,,alarm_call
117,674476,Great Tit,Croatia,45.6229,18.807,B,0:18,09:30,2021-09-14,44100,typical,,yes,,alarm_call
118,670857,Great Tit,Croatia,45.1366,18.3334,B,0:24,13:30,2021-08-27,44100,typical,,yes,,alarm_call
119,668260,Great Tit,Italy,43.65,11.8336,B,0:28,10:30,2020-11-15,48000,typical,,yes,,alarm_call
120,657524,Great Tit,France,42.8906,2.0953,B,0:39,11:25,2021-05-16,48000,typical,,no,,alarm_call
121,656711,Great Tit,Croatia,45.138,18.3533,B,0:10,11:00,2020-08-28,44100,typical,,yes,,alarm_call
122,652304,Great Tit,Germany,53.1095,13.0469,B,0:49,15:30,2021-05-24,48000,intruder/cat/human/dog,,yes,,alarm_call
123,644752,Great Tit,France,44.1065,1.8736,B,0:51,11:35,2021-05-02,44100,typical,,yes,,alarm_call
124,630787,Great Tit,Spain,42.8373,-8.652,B,0:42,10:30,2021-03-21,44100,typical,,yes,,alarm_call
125,630554,Great Tit,Belgium,50.4596,3.6824,B,0:07,09:45,2021-03-07,44100,typical,,no,,alarm_call
126,630457,Great Tit,Finland,60.7532,26.9898,B,0:35,07:45,2021-03-21,44100,typical,,yes,,alarm_call
127,629950,Great Tit,Germany,47.9954,11.0913,B,0:50,08:18,2021-02-21,44100,typical,,yes,,alarm_call
128,629261,Great Tit,France,46.37,0.2978,B,0:45,17:15,2021-03-15,48000,typical,,unknown,,alarm_call
129,628620,Great Tit,France,42.7588,2.2653,B,0:34,17:05,2021-02-27,44100,typical,,no,,alarm_call
130,627280,Great Tit,France,49.0699,1.6524,B,0:30,08:00,2021-03-07,48000,typical,,yes,,alarm_call
131,627279,Great Tit,France,49.0699,1.6524,B,0:35,08:00,2021-03-07,48000,typical,,yes,,alarm_call
132,627274,Great Tit,France,49.0699,1.6524,B,0:51,08:00,2021-03-07,48000,typical,,yes,,alarm_call
133,627022,Great Tit,France,44.6215,4.6099,B,0:50,09:30,2021-03-06,48000,typical,,yes,,alarm_call
134,625165,Great Tit,France,42.7382,2.2708,B,0:24,10:40,2021-02-28,44100,typical,,yes,,alarm_call
135,625062,Great Tit,Poland,50.1329,18.957,B,0:43,08:55,2021-02-28,48000,forest/trees,female,yes,,alarm_call
136,625057,Great Tit,Hungary,48.0034,19.0211,B,0:48,09:49,2019-01-20,44100,intruder/cat/human/dog,,yes,,alarm_call
137,623114,Great Tit,France,42.7449,2.2727,B,0:41,09:35,2021-02-21,44100,typical,,yes,,alarm_call
138,622359,Great Tit,Poland,50.1329,18.957,B,0:43,09:00,2021-02-18,48000,forest/trees,,yes,,alarm_call
139,621612,Great Tit,France,44.9328,3.3615,B,0:30,12:20,2020-02-14,44100,typical,,yes,,alarm_call
140,621591,Great Tit,France,44.9233,3.3931,B,0:20,16:30,2020-02-13,44100,typical,,yes,,alarm_call
141,618759,Great Tit,Poland,50.1329,18.957,B,0:31,12:13,2021-01-31,48000,forest/trees,,yes,,alarm_call
142,618757,Great Tit,Poland,50.1329,18.957,B,0:22,11:10,2021-01-31,48000,forest/trees,,yes,,alarm_call
143,616673,Great Tit,Turkey,37.1961,34.6291,B,0:16,14:10,2020-12-24,44100,typical,,yes,,alarm_call
144,615847,Great Tit,Turkey,36.741,35.6243,B,0:32,14:30,2020-12-13,44100,typical,,no,,alarm_call
145,615717,Great Tit,Portugal,39.462,-8.0682,B,0:21,16:30,2021-01-17,48000,typical,,yes,,alarm_call
146,614475,Great Tit,Poland,50.1329,18.957,B,0:16,15:18,2021-01-11,48000,forest/trees,,yes,,alarm_call
147,613101,Great Tit,Turkey,37.441,34.9357,B,0:46,10:07,2020-12-19,44100,typical,,yes,,alarm_call
148,613100,Great Tit,Turkey,37.441,34.9357,B,0:10,10:05,2020-12-19,44100,typical,,yes,,alarm_call
149,613093,Great Tit,Turkey,37.441,34.9357,B,0:41,09:40,2020-12-19,44100,typical,,yes,,alarm_call
150,612512,Great Tit,Estonia,58.3749,26.6876,B,0:29,09:00,2021-01-03,44100,typical,,yes,,alarm_call
151,612062,Great Tit,Poland,50.1329,18.957,B,0:51,14:55,2021-01-01,48000,forest/trees,male,yes,,alarm_call
152,610387,Great Tit,Turkey,37.441,34.9357,B,0:16,09:50,2020-12-17,44100,typical,,yes,,alarm_call
153,610384,Great Tit,Turkey,37.441,34.9357,B,0:13,09:25,2020-12-17,44100,typical,,yes,,alarm_call
154,609884,Great Tit,Poland,50.0595,18.8962,B,0:58,09:53,2020-12-19,48000,typical,,yes,,alarm_call
155,608682,Great Tit,Turkey,36.741,35.6243,B,0:25,13:20,2020-12-13,44100,mimicry,,yes,,alarm_call
156,597800,Great Tit,Portugal,37.1015,-7.8316,B,0:40,08:30,2020-10-24,44100,typical,male,yes,,alarm_call
157,584250,Great Tit,Estonia,58.5357,23.0833,B,0:07,08:00,2020-08-14,44100,typical,,no,,alarm_call
158,568036,Great Tit,Spain,40.7781,-3.8113,B,0:53,9:52,2020-06-10,44100,forest/trees,,no,,alarm_call
159,562876,Great Tit,Italy,39.34,16.5486,B,0:25,19:19,2020-05-22,44100,eating,female,yes,,alarm_call
160,561505,Great Tit,Netherlands,52.1856,4.5163,B,0:41,13:06,2020-05-21,44100,typical,male,yes,,alarm_call
161,560999,Great Tit,Spain,40.7374,-3.7979,B,0:32,9:09,2020-05-07,44100,forest/trees,,no,,alarm_call
162,559752,Great Tit,France,44.1464,1.8777,B,0:27,08:05,2020-05-19,44100,typical,,no,,alarm_call
163,546911,Great Tit,France,49.0443,6.3564,B,0:14,13:00,2020-04-12,44100,typical,male,yes,,alarm_call
164,546193,Great Tit,France,44.1464,1.8777,B,0:50,18:20,2020-03-18,48000,typical,,yes,,alarm_call
165,545301,Great Tit,France,42.9094,1.7154,B,0:21,13:15,2020-02-08,44100,typical,,yes,,alarm_call
166,545183,Great Tit,France,42.9836,1.9335,B,0:35,18:00,2020-02-07,44100,typical,,yes,,alarm_call
167,545174,Great Tit,France,42.9836,1.9335,B,0:38,18:00,2020-02-07,44100,typical,,yes,,alarm_call
168,545134,Great Tit,France,42.9432,1.7697,B,0:17,13:50,2020-02-02,44100,typical,,yes,,alarm_call
169,545130,Great Tit,France,42.9432,1.7697,B,0:35,13:45,2020-02-02,44100,typical,,yes,,alarm_call
170,541200,Great Tit,France,46.5966,0.1988,B,0:49,19:03,2020-04-03,48000,typical,,unknown,,alarm_call
171,541197,Great Tit,France,46.5968,0.1993,B,0:04,18:27,2020-04-03,48000,typical,,unknown,,alarm_call
172,541151,Great Tit,France,43.8631,4.7614,B,0:34,11:00,2020-04-02,48000,typical,female,yes,,alarm_call
173,536563,Great Tit,France,46.9702,4.6874,B,0:31,09:00,2020-03-11,44100,grp,,yes,,alarm_call
174,535379,Great Tit,Spain,40.7793,-3.7955,B,0:47,12:07,2020-03-14,44100,forest/trees,,no,,alarm_call
175,533323,Great Tit,France,42.8855,2.8523,B,0:23,08:30,2020-03-05,48000,typical,male,yes,,alarm_call
176,529769,Great Tit,France,43.638,4.3006,B,0:25,10:00,2020-02-23,44100,typical,,yes,,alarm_call
177,526090,Great Tit,Czech Republic,49.5634,17.5849,B,0:20,09:30,2020-02-09,48000,typical,,yes,,alarm_call
178,526089,Great Tit,Czech Republic,49.5635,17.5847,B,0:34,09:30,2020-02-09,48000,typical,,yes,,alarm_call
179,523113,Great Tit,France,44.0644,1.9579,B,0:33,12:30,2020-01-29,44100,typical,,yes,,alarm_call
180,523104,Great Tit,France,44.0644,1.9579,B,0:26,12:00,2020-01-29,44100,typical,,no,,alarm_call
181,522613,Great Tit,France,48.7027,2.1156,B,0:56,08:00,2019-12-29,48000,typical,,yes,,alarm_call
182,521793,Great Tit,Spain,41.681,0.9549,B,0:30,9:28,2020-01-18,48000,typical,,yes,,alarm_call
183,521589,Great Tit,Spain,41.2581,0.9324,B,0:48,11:30,2020-01-12,44100,typical,,yes,,alarm_call
184,500632,Great Tit,Germany,51.0763,7.0154,B,0:57,16:11,2019-10-03,32000,eating,,yes,,alarm_call
185,499676,Great Tit,Netherlands,51.94,5.9038,B,0:03,07:13,2019-09-21,48000,typical,,yes,,alarm_call
186,495628,Great Tit,Estonia,58.333,26.8183,B,0:36,07:00,2019-09-01,48000,grp,,yes,,alarm_call
187,480476,Great Tit,Azerbaijan,38.6193,48.4367,B,0:24,09:00,2019-04-10,44100,typical,male,yes,,alarm_call
188,480473,Great Tit,Azerbaijan,38.76,48.4359,B,0:14,07:00,2019-04-04,44100,typical,,yes,,alarm_call
189,479018,Great Tit,Netherlands,51.94,5.9038,B,0:44,05:26,2019-05-05,44100,typical,,no,,alarm_call
190,478081,Great Tit,France,48.844,2.3586,B,0:22,15:00,2019-05-15,44100,predator,,yes,,alarm_call
191,474496,Great Tit,France,43.5426,1.6093,B,0:02,07:00,2019-05-14,44100,typical,,no,,alarm_call
192,471629,Great Tit,France,41.7945,9.2253,B,0:56,07:00,2019-04-06,44100,typical,,yes,,alarm_call
193,459028,Great Tit,Greece,35.2215,24.0614,B,0:16,10:57,2019-02-23,44100,typical,,no,,alarm_call
194,457558,Great Tit,Czech Republic,49.0526,18.0704,B,0:06,07:00,2019-02-06,44100,typical,,no,,alarm_call
195,457102,Great Tit,France,49.0225,5.8143,B,0:38,09:00,2019-02-17,44100,typical,,yes,,alarm_call
196,457101,Great Tit,France,49.0225,5.8143,B,0:52,09:00,2019-02-17,44100,typical,,yes,,alarm_call
197,456705,Great Tit,Sweden,63.8344,20.1259,B,0:16,10:00,2019-02-14,48000,predator,,yes,,alarm_call
198,441720,Great Tit,Germany,50.1402,8.7024,B,0:23,15:00,2018-11-08,48000,intruder/cat/human/dog,,yes,,alarm_call
199,419688,Great Tit,Germany,49.3981,8.7261,B,0:38,07:00,2016-12-08,44100,typical,male,yes,,alarm_call
200,417973,Great Tit,Germany,49.3981,8.7261,B,0:38,17:30,2018-05-12,44100,excitement,female,yes,,alarm_call
201,416481,Great Tit,Hungary,47.6637,16.5609,B,0:58,16:30,2018-03-27,44100,typical,,yes,,alarm_call
202,410006,Great Tit,Poland,53.2351,20.7199,B,0:55,09:30,2018-04-07,48000,typical,male,yes,,alarm_call
203,410005,Great Tit,Poland,53.236,20.7242,B,0:37,09:30,2018-04-07,48000,typical,male,yes,,alarm_call
204,407908,Great Tit,Poland,49.4405,22.1734,B,0:23,15:00,2018-03-26,44100,typical,,yes,,alarm_call
205,404448,Great Tit,Germany,50.2478,8.9179,B,0:21,10:30,2018-03-04,44100,typical,,yes,,alarm_call
206,403532,Great Tit,Germany,49.0047,8.8956,B,0:53,13:37,2017-05-22,44100,typical,male,yes,,alarm_call
207,401072,Great Tit,Spain,38.1592,-3.9982,B,0:08,?,2017-11-23,44100,predator,,yes,,alarm_call
208,400712,Great Tit,Belgium,51.1406,4.9916,B,0:13,15:30,2018-01-26,48000,typical,,yes,,alarm_call
209,397127,Great Tit,United Kingdom,53.1234,-1.9189,B,0:30,11:00,2017-11-01,44100,typical,,yes,,alarm_call
210,385885,Great Tit,France,43.9324,1.7665,B,0:28,20:15,2017-05-13,44100,typical,,yes,,alarm_call
211,384465,Great Tit,Netherlands,51.94,5.9038,B,0:46,06:10,2017-07-05,44100,typical,,no,,alarm_call
212,383509,Great Tit,France,44.0833,1.8079,B,0:25,20:10,2017-03-11,44100,typical,female,yes,,alarm_call
213,377217,Great Tit,Netherlands,51.94,5.9038,B,0:24,05:47,2017-06-17,44100,typical,,no,,alarm_call
214,370907,Great Tit,Ireland,51.8988,-8.4862,B,0:55,15:30,2017-05-19,44100,excitement,,yes,,alarm_call
215,367422,Great Tit,Italy,42.827,13.7118,B,0:19,08:30,2017-05-02,44100,eating,male,yes,,alarm_call
216,364611,Great Tit,Germany,47.7752,9.6467,B,0:37,07:30,2017-03-08,44100,typical,,yes,,alarm_call
217,364609,Great Tit,Germany,47.6525,9.4569,B,0:30,10:30,2016-12-16,44100,typical,,unknown,,alarm_call
218,361569,Great Tit,Germany,48.9831,9.0161,B,0:39,18:38,2017-03-26,44100,intruder/cat/human/dog,male,yes,,alarm_call
219,360454,Great Tit,Germany,48.8855,8.9859,B,0:42,08:45,2017-03-19,44100,intruder/cat/human/dog,male,yes,,alarm_call
220,358819,Great Tit,Poland,53.1383,20.3249,B,0:30,07:30,2017-03-11,48000,typical,female,yes,,alarm_call
221,358816,Great Tit,Poland,53.1374,20.3258,B,0:10,08:00,2017-03-10,48000,typical,male,yes,,alarm_call
222,358814,Great Tit,Poland,53.1374,20.3205,B,0:17,08:30,2017-03-09,48000,typical,male,yes,,alarm_call
223,358804,Great Tit,Poland,53.1374,20.3205,B,0:14,07:00,2017-03-10,48000,typical,,yes,,alarm_call
224,358139,Great Tit,Poland,53.1362,20.3231,B,0:41,10:00,2017-03-06,48000,typical,male,yes,,alarm_call
225,357852,Great Tit,Germany,49.0103,9.0333,B,0:25,16:05,2017-03-02,44100,forest/trees,male,yes,,alarm_call
226,357583,Great Tit,Poland,53.1348,20.2611,B,0:32,12:30,2017-03-01,48000,typical,male,yes,,alarm_call
227,357238,Great Tit,France,44.1633,2.0841,B,0:57,17:05,2017-02-25,44100,typical,,yes,,alarm_call
228,356543,Great Tit,Portugal,41.3032,-7.7467,B,0:14,09:00,2017-02-23,48000,typical,,no,,alarm_call
229,356437,Great Tit,Poland,53.1386,20.3319,B,0:31,09:30,2017-02-21,48000,typical,,yes,,alarm_call
230,354355,Great Tit,France,44.0489,1.9276,B,0:54,15:05,2016-10-09,44100,mimicry,,yes,,alarm_call
231,354354,Great Tit,France,48.7219,6.2026,B,0:38,16:30,2017-02-03,44100,typical,,yes,,alarm_call
